timestep,episode,return,length
50,1,-12.217498,50
100,2,-11.70844,50
150,3,-9.560876,50
200,4,-11.664551,50
250,5,-9.532363,50
300,6,-11.668155,50
350,7,-14.953687,50
400,8,-10.634463,50
450,9,-12.439222,50
500,10,-16.670326,50
550,11,-12.550944,50
600,12,-12.89519,50
650,13,-11.204882,50
700,14,-16.561473,50
750,15,-12.508028,50
800,16,-15.297549,50
850,17,-14.776398,50
900,18,-10.887308,50
950,19,-10.843944,50
1000,20,-20.42675,50
1050,21,-16.160144,50
1100,22,-18.379349,50
1150,23,-16.14605,50
1200,24,-12.217816,50
1250,25,-13.467337,50
1300,26,-16.663936,50
1350,27,-16.103952,50
1400,28,-16.471766,50
1450,29,-16.864634,50
1500,30,-11.928037,50
1550,31,-19.312611,50
1600,32,-13.961938,50
1650,33,-14.142701,50
1700,34,-15.236682,50
1750,35,-17.03474,50
1800,36,-18.078405,50
1850,37,-17.651964,50
1900,38,-17.008872,50
1950,39,-17.217621,50
2000,40,-15.402157,50
2050,41,-14.022878,50
2100,42,-12.527946,50
2150,43,-14.261445,50
2200,44,-18.408025,50
2250,45,-10.803208,50
2300,46,-9.481636,50
2350,47,-17.634088,50
2400,48,-8.981908,50
2450,49,-7.927047,50
2500,50,-11.551288,50
2550,51,-6.49218,50
2600,52,-13.245191,50
2650,53,-12.540937,50
2700,54,-12.838451,50
2750,55,-16.590656,50
2800,56,-7.612135,50
2850,57,-9.415482,50
2900,58,-14.58858,50
2950,59,-13.969644,50
3000,60,-11.783596,50
3050,61,-8.700461,50
3100,62,-12.861767,50
3150,63,-7.686788,50
3200,64,-8.97034,50
3250,65,-10.582176,50
3300,66,-8.844061,50
3350,67,-5.293692,50
3400,68,-6.927097,50
3450,69,-5.881986,50
3500,70,-10.786817,50
3550,71,-7.935024,50
3600,72,-10.455488,50
3650,73,-5.504571,50
3700,74,-8.197542,50
3750,75,-6.805619,50
3800,76,-7.572945,50
3850,77,-6.555705,50
3900,78,-9.390513,50
3950,79,-10.681964,50
4000,80,-9.402845,50
4050,81,-5.611758,50
4100,82,-6.0996,50
4150,83,-4.624878,50
4200,84,-9.984377,50
4250,85,-8.00302,50
4300,86,-7.47504,50
4350,87,-9.821557,50
4400,88,-8.381617,50
4450,89,-6.450771,50
4500,90,-9.991338,50
4550,91,-5.49192,50
4600,92,-10.667536,50
4650,93,-5.627207,50
4700,94,-7.667693,50
4750,95,-9.989507,50
4800,96,-8.846699,50
4850,97,-6.102156,50
4900,98,-8.260555,50
4950,99,-5.307812,50
5000,100,-8.32478,50
5050,101,-4.63272,50
5100,102,-4.214044,50
5150,103,-8.784645,50
5200,104,-10.758271,50
5250,105,-13.190281,50
5300,106,-12.380765,50
5350,107,-4.490574,50
5400,108,-8.241157,50
5450,109,-4.16762,50
5500,110,-11.987595,50
5550,111,-9.394535,50
5600,112,-9.250647,50
5650,113,-9.229797,50
5700,114,-6.126817,50
5750,115,-8.237815,50
5800,116,-12.849149,50
5850,117,-6.97399,50
5900,118,-5.419342,50
5950,119,-10.160975,50
6000,120,-4.599019,50
6050,121,-4.233983,50
6100,122,-5.675885,50
6150,123,-5.016535,50
6200,124,-6.017509,50
6250,125,-6.241733,50
6300,126,-4.360455,50
6350,127,-5.79147,50
6400,128,-8.023009,50
6450,129,-8.644157,50
6500,130,-6.450411,50
6550,131,-6.255716,50
6600,132,-11.071903,50
6650,133,-5.76885,50
6700,134,-3.985068,50
6750,135,-3.262741,50
6800,136,-4.422901,50
6850,137,-4.040553,50
6900,138,-12.595267,50
6950,139,-5.420886,50
7000,140,-6.377421,50
7050,141,-4.44593,50
7100,142,-4.204801,50
7150,143,-6.837332,50
7200,144,-9.22149,50
7250,145,-4.541054,50
7300,146,-10.834473,50
7350,147,-4.885198,50
7400,148,-3.142146,50
7450,149,-5.850358,50
7500,150,-4.855229,50
7550,151,-9.754969,50
7600,152,-5.533672,50
7650,153,-5.165403,50
7700,154,-5.278862,50
7750,155,-5.0805,50
7800,156,-13.550068,50
7850,157,-7.881054,50
7900,158,-6.033825,50
7950,159,-5.718255,50
8000,160,-10.446097,50
8050,161,-2.874546,50
8100,162,-12.415396,50
8150,163,-3.988437,50
8200,164,-10.007521,50
8250,165,-6.744729,50
8300,166,-8.397453,50
8350,167,-9.573224,50
8400,168,-10.704832,50
8450,169,-9.694831,50
8500,170,-6.38371,50
8550,171,-11.35964,50
8600,172,-6.586861,50
8650,173,-4.353358,50
8700,174,-6.425091,50
8750,175,-10.947944,50
8800,176,-8.798247,50
8850,177,-6.893216,50
8900,178,-2.745859,50
8950,179,-4.133992,50
9000,180,-4.566675,50
9050,181,-11.108924,50
9100,182,-2.634077,50
9150,183,-5.134635,50
9200,184,-5.346271,50
9250,185,-6.460939,50
9300,186,-9.256793,50
9350,187,-12.096964,50
9400,188,-6.049622,50
9450,189,-5.258255,50
9500,190,-4.321216,50
9550,191,-4.978665,50
9600,192,-5.335253,50
9650,193,-9.899171,50
9700,194,-2.60148,50
9750,195,-5.060587,50
9800,196,-4.127214,50
9850,197,-10.086162,50
9900,198,-2.53631,50
9950,199,-11.92993,50
10000,200,-3.203913,50
10050,201,-4.434873,50
10100,202,-3.999764,50
10150,203,-10.133062,50
10200,204,-5.011887,50
10250,205,-3.508574,50
10300,206,-3.371871,50
10350,207,-3.834424,50
10400,208,-6.471423,50
10450,209,-2.574463,50
10500,210,-2.448792,50
10550,211,-4.252657,50
10600,212,-4.896993,50
10650,213,-4.761312,50
10700,214,-4.054371,50
10750,215,-3.270042,50
10800,216,-7.247704,50
10850,217,-7.779734,50
10900,218,-5.209101,50
10950,219,-3.391583,50
11000,220,-5.200409,50
11050,221,-3.663537,50
11100,222,-8.629234,50
11150,223,-5.406856,50
11200,224,-8.661524,50
11250,225,-2.480362,50
11300,226,-5.54946,50
11350,227,-3.659426,50
11400,228,-6.742408,50
11450,229,-6.551749,50
11500,230,-9.381965,50
11550,231,-6.16094,50
11600,232,-3.030589,50
11650,233,-4.336667,50
11700,234,-3.786861,50
11750,235,-4.477901,50
11800,236,-5.380892,50
11850,237,-4.410415,50
11900,238,-2.971029,50
11950,239,-5.280448,50
12000,240,-3.573012,50
12050,241,-6.755227,50
12100,242,-3.040071,50
12150,243,-3.535236,50
12200,244,-4.749643,50
12250,245,-6.931602,50
12300,246,-8.370158,50
12350,247,-4.338232,50
12400,248,-1.721073,50
12450,249,-4.25411,50
12500,250,-2.308932,50
12550,251,-4.765786,50
12600,252,-8.743108,50
12650,253,-5.662833,50
12700,254,-3.822961,50
12750,255,-4.221404,50
12800,256,-5.658534,50
12850,257,-5.232857,50
12900,258,-4.018371,50
12950,259,-4.93468,50
13000,260,-2.282627,50
13050,261,-5.220917,50
13100,262,-2.53765,50
13150,263,-9.957611,50
13200,264,-2.968878,50
13250,265,-4.5089,50
13300,266,-4.183713,50
13350,267,-4.263925,50
13400,268,-4.435674,50
13450,269,-2.337958,50
13500,270,-3.624378,50
13550,271,-3.576054,50
13600,272,-2.193682,50
13650,273,-4.928653,50
13700,274,-3.685925,50
13750,275,-4.082742,50
13800,276,-2.59528,50
13850,277,-2.356583,50
13900,278,-4.048765,50
13950,279,-3.330232,50
14000,280,-9.383457,50
14050,281,-3.941453,50
14100,282,-4.024826,50
14150,283,-4.471801,50
14200,284,-7.657744,50
14250,285,-3.316434,50
14300,286,-5.745084,50
14350,287,-4.118686,50
14400,288,-4.422465,50
14450,289,-3.407258,50
14500,290,-7.213423,50
14550,291,-3.394406,50
14600,292,-4.297993,50
14650,293,-3.975842,50
14700,294,-4.970045,50
14750,295,-2.832319,50
14800,296,-3.365703,50
14850,297,-4.739293,50
14900,298,-2.324767,50
14950,299,-8.087325,50
15000,300,-2.972172,50
15050,301,-5.022556,50
15100,302,-4.143174,50
15150,303,-5.748896,50
15200,304,-3.364959,50
15250,305,-3.852378,50
15300,306,-6.010681,50
15350,307,-3.81549,50
15400,308,-2.458299,50
15450,309,-9.179495,50
15500,310,-3.359741,50
15550,311,-7.833783,50
15600,312,-5.386069,50
15650,313,-2.163996,50
15700,314,-3.434717,50
15750,315,-2.975706,50
15800,316,-2.783952,50
15850,317,-4.647824,50
15900,318,-2.10906,50
15950,319,-3.218994,50
16000,320,-2.621918,50
16050,321,-8.254755,50
16100,322,-8.85877,50
16150,323,-3.21275,50
16200,324,-4.144742,50
16250,325,-2.933935,50
16300,326,-1.936935,50
16350,327,-5.468548,50
16400,328,-5.346687,50
16450,329,-3.810511,50
16500,330,-8.26471,50
16550,331,-2.556066,50
16600,332,-2.849185,50
16650,333,-7.686179,50
16700,334,-3.732957,50
16750,335,-3.26342,50
16800,336,-4.971197,50
16850,337,-7.508832,50
16900,338,-3.292981,50
16950,339,-1.924626,50
17000,340,-3.141807,50
17050,341,-4.217367,50
17100,342,-2.298936,50
17150,343,-4.965499,50
17200,344,-2.199828,50
17250,345,-1.647316,50
17300,346,-1.779289,50
17350,347,-9.579473,50
17400,348,-4.180497,50
17450,349,-2.832597,50
17500,350,-6.732422,50
17550,351,-5.034341,50
17600,352,-1.94445,50
17650,353,-2.883849,50
17700,354,-2.23638,50
17750,355,-2.073337,50
17800,356,-3.489935,50
17850,357,-2.398239,50
17900,358,-2.895319,50
17950,359,-8.512973,50
18000,360,-4.17362,50
18050,361,-1.88215,50
18100,362,-2.686712,50
18150,363,-7.247325,50
18200,364,-2.887405,50
18250,365,-2.637781,50
18300,366,-4.124355,50
18350,367,-3.244392,50
18400,368,-4.365384,50
18450,369,-2.929204,50
18500,370,-4.764024,50
18550,371,-3.751336,50
18600,372,-3.603247,50
18650,373,-2.636876,50
18700,374,-4.44614,50
18750,375,-4.092903,50
18800,376,-4.420289,50
18850,377,-2.803406,50
18900,378,-3.093868,50
18950,379,-2.56418,50
19000,380,-3.342659,50
19050,381,-2.450914,50
19100,382,-6.091696,50
19150,383,-4.416976,50
19200,384,-3.147328,50
19250,385,-3.835533,50
19300,386,-4.721124,50
19350,387,-3.060884,50
19400,388,-4.239057,50
19450,389,-3.912152,50
