timestep,episode,return,length
50,1,-16.876797,50
100,2,-11.357931,50
150,3,-16.509203,50
200,4,-9.363111,50
250,5,-10.83985,50
300,6,-14.98737,50
350,7,-14.902664,50
400,8,-10.899997,50
450,9,-9.261403,50
500,10,-12.589812,50
550,11,-13.032969,50
600,12,-12.326305,50
650,13,-12.652525,50
700,14,-16.25551,50
750,15,-16.834425,50
800,16,-14.07425,50
850,17,-14.56213,50
900,18,-8.797257,50
950,19,-12.33307,50
1000,20,-10.539747,50
1050,21,-17.115824,50
1100,22,-14.793327,50
1150,23,-11.055725,50
1200,24,-12.4873,50
1250,25,-11.162774,50
1300,26,-8.604641,50
1350,27,-11.099953,50
1400,28,-11.48493,50
1450,29,-6.630368,50
1500,30,-6.887186,50
1550,31,-10.336771,50
1600,32,-8.088386,50
1650,33,-11.351789,50
1700,34,-9.821805,50
1750,35,-8.212184,50
1800,36,-12.1339,50
1850,37,-11.237952,50
1900,38,-6.963568,50
1950,39,-10.104218,50
2000,40,-6.192856,50
2050,41,-10.151683,50
2100,42,-10.468369,50
2150,43,-8.518931,50
2200,44,-6.723151,50
2250,45,-11.839501,50
2300,46,-5.243016,50
2350,47,-5.484875,50
2400,48,-11.048885,50
2450,49,-9.467405,50
2500,50,-5.012642,50
2550,51,-9.723505,50
2600,52,-8.541687,50
2650,53,-12.790961,50
2700,54,-5.23968,50
2750,55,-8.569195,50
2800,56,-8.643434,50
2850,57,-2.452293,50
2900,58,-8.820599,50
2950,59,-4.719808,50
3000,60,-4.35016,50
3050,61,-11.343015,50
3100,62,-6.819451,50
3150,63,-9.514003,50
3200,64,-9.57972,50
3250,65,-9.045416,50
3300,66,-10.784935,50
3350,67,-10.625604,50
3400,68,-8.514125,50
3450,69,-5.970076,50
3500,70,-10.624166,50
3550,71,-10.071018,50
3600,72,-6.307881,50
3650,73,-5.785139,50
3700,74,-10.402972,50
3750,75,-7.329626,50
3800,76,-10.672856,50
3850,77,-1.588471,50
3900,78,-10.725594,50
3950,79,-8.081234,50
4000,80,-2.334264,50
4050,81,-8.562028,50
4100,82,-7.169603,50
4150,83,-9.132572,50
4200,84,-6.765922,50
4250,85,-6.472618,50
4300,86,-2.572614,50
4350,87,-11.284133,50
4400,88,-5.077074,50
4450,89,-5.41046,50
4500,90,-6.00818,50
4550,91,-8.275289,50
4600,92,-6.704874,50
4650,93,-2.675298,50
4700,94,-6.826176,50
4750,95,-8.194619,50
4800,96,-6.650163,50
4850,97,-3.357128,50
4900,98,-6.724778,50
4950,99,-3.531361,50
5000,100,-4.903706,50
5050,101,-6.545831,50
5100,102,-11.42254,50
5150,103,-3.645783,50
5200,104,-6.316507,50
5250,105,-6.084239,50
5300,106,-6.223103,50
5350,107,-5.97744,50
5400,108,-9.967418,50
5450,109,-5.42702,50
5500,110,-6.208527,50
5550,111,-6.3176,50
5600,112,-5.421076,50
5650,113,-7.176721,50
5700,114,-3.560345,50
5750,115,-4.708619,50
5800,116,-6.883755,50
5850,117,-4.941872,50
5900,118,-6.539977,50
5950,119,-7.804929,50
6000,120,-5.164604,50
6050,121,-3.809441,50
6100,122,-6.796263,50
6150,123,-5.433844,50
6200,124,-4.528372,50
6250,125,-12.230276,50
6300,126,-4.487255,50
6350,127,-7.273806,50
6400,128,-4.019749,50
6450,129,-6.462101,50
6500,130,-8.275275,50
6550,131,-5.267089,50
6600,132,-8.944831,50
6650,133,-7.328669,50
6700,134,-3.724056,50
6750,135,-2.579903,50
6800,136,-3.549826,50
6850,137,-2.286534,50
6900,138,-4.742034,50
6950,139,-12.010266,50
7000,140,-1.292676,50
7050,141,-6.483684,50
7100,142,-7.900823,50
7150,143,-7.693246,50
7200,144,-4.526512,50
7250,145,-7.122377,50
7300,146,-6.8648,50
7350,147,-7.076698,50
7400,148,-1.890563,50
7450,149,-3.45016,50
7500,150,-5.595681,50
7550,151,-5.279025,50
7600,152,-6.185216,50
7650,153,-5.992018,50
7700,154,-3.921566,50
7750,155,-5.602127,50
7800,156,-3.008357,50
7850,157,-1.691914,50
7900,158,-3.532205,50
7950,159,-3.872824,50
8000,160,-5.867158,50
8050,161,-4.209217,50
8100,162,-3.822999,50
8150,163,-5.73475,50
8200,164,-3.54913,50
8250,165,-4.648171,50
8300,166,-7.765471,50
8350,167,-5.078575,50
8400,168,-4.693911,50
8450,169,-5.390336,50
8500,170,-4.182655,50
8550,171,-4.241541,50
8600,172,-4.344474,50
8650,173,-4.970642,50
8700,174,-1.777964,50
8750,175,-3.977557,50
8800,176,-2.946244,50
8850,177,-4.686497,50
8900,178,-7.773375,50
8950,179,-5.215343,50
9000,180,-4.330026,50
9050,181,-4.650261,50
9100,182,-6.61595,50
9150,183,-2.398438,50
9200,184,-2.431284,50
9250,185,-4.75828,50
9300,186,-6.061251,50
9350,187,-3.263695,50
9400,188,-5.867155,50
9450,189,-3.521366,50
9500,190,-4.330662,50
9550,191,-3.831521,50
9600,192,-3.427072,50
9650,193,-5.194864,50
9700,194,-3.847421,50
9750,195,-3.520618,50
9800,196,-3.857747,50
9850,197,-5.75568,50
9900,198,-4.213552,50
9950,199,-3.368602,50
10000,200,-2.595235,50
10050,201,-5.397143,50
10100,202,-1.983159,50
10150,203,-4.64414,50
10200,204,-4.163612,50
10250,205,-2.593738,50
10300,206,-5.11636,50
10350,207,-4.886405,50
10400,208,-9.126809,50
10450,209,-5.347959,50
10500,210,-8.314524,50
10550,211,-4.999249,50
10600,212,-2.313309,50
10650,213,-2.389217,50
10700,214,-6.119075,50
10750,215,-3.084842,50
10800,216,-3.971205,50
10850,217,-4.407758,50
10900,218,-4.180762,50
10950,219,-0.990507,50
11000,220,-1.899908,50
11050,221,-4.437656,50
11100,222,-1.985744,50
11150,223,-2.977433,50
11200,224,-2.783437,50
11250,225,-5.006783,50
11300,226,-6.943589,50
11350,227,-7.468621,50
11400,228,-3.689867,50
11450,229,-3.094046,50
11500,230,-3.111918,50
11550,231,-6.500977,50
11600,232,-3.535412,50
11650,233,-5.640866,50
11700,234,-6.650302,50
11750,235,-8.984745,50
11800,236,-5.68482,50
11850,237,-4.705769,50
11900,238,-5.155335,50
11950,239,-6.329799,50
12000,240,-4.913053,50
12050,241,-3.616896,50
12100,242,-1.610919,50
12150,243,-2.264165,50
12200,244,-8.401262,50
12250,245,-4.521815,50
12300,246,-3.726081,50
12350,247,-3.689234,50
12400,248,-6.668031,50
12450,249,-2.569775,50
12500,250,-5.43582,50
12550,251,-5.192904,50
12600,252,-2.597996,50
12650,253,-3.436811,50
12700,254,-2.340932,50
12750,255,-5.88989,50
12800,256,-4.99461,50
12850,257,-4.320202,50
12900,258,-2.476932,50
12950,259,-3.440695,50
13000,260,-2.430474,50
13050,261,-2.291887,50
13100,262,-1.257989,50
13150,263,-15.862352,50
13200,264,-2.831539,50
13250,265,-2.774529,50
13300,266,-5.622932,50
13350,267,-3.567677,50
13400,268,-1.798683,50
13450,269,-3.003028,50
13500,270,-5.494939,50
13550,271,-2.89923,50
13600,272,-5.199986,50
13650,273,-3.453967,50
13700,274,-3.044056,50
13750,275,-3.776419,50
13800,276,-3.424487,50
13850,277,-2.463471,50
13900,278,-2.895331,50
13950,279,-3.820339,50
14000,280,-2.001611,50
14050,281,-4.183449,50
14100,282,-3.775652,50
14150,283,-3.569755,50
14200,284,-5.566993,50
14250,285,-13.517028,50
14300,286,-1.554645,50
14350,287,-4.08526,50
14400,288,-3.146911,50
14450,289,-2.179319,50
14500,290,-3.221641,50
14550,291,-4.904466,50
14600,292,-8.200203,50
14650,293,-3.718477,50
14700,294,-1.786409,50
14750,295,-2.349982,50
14800,296,-3.855092,50
14850,297,-4.68183,50
14900,298,-3.90018,50
14950,299,-10.467588,50
15000,300,-1.529704,50
15050,301,-5.716752,50
15100,302,-6.024092,50
15150,303,-5.044502,50
15200,304,-3.134075,50
15250,305,-2.105027,50
15300,306,-3.435402,50
15350,307,-3.636287,50
15400,308,-3.056027,50
15450,309,-3.618935,50
15500,310,-5.666946,50
15550,311,-5.588063,50
15600,312,-6.462676,50
15650,313,-3.246404,50
15700,314,-3.273977,50
15750,315,-2.289529,50
15800,316,-6.02058,50
15850,317,-3.130707,50
15900,318,-5.569574,50
15950,319,-3.922983,50
16000,320,-3.251512,50
16050,321,-4.894902,50
16100,322,-4.974577,50
16150,323,-2.245937,50
16200,324,-2.22524,50
16250,325,-2.613993,50
16300,326,-6.776371,50
16350,327,-6.338753,50
16400,328,-2.848246,50
16450,329,-5.747611,50
16500,330,-2.381427,50
16550,331,-2.317951,50
16600,332,-3.754676,50
16650,333,-3.673083,50
16700,334,-2.369745,50
16750,335,-5.855922,50
16800,336,-4.093857,50
16850,337,-2.67226,50
16900,338,-4.572384,50
16950,339,-6.251331,50
17000,340,-3.317375,50
17050,341,-1.874658,50
17100,342,-4.307359,50
17150,343,-1.416697,50
17200,344,-1.578925,50
17250,345,-2.828316,50
17300,346,-4.534497,50
17350,347,-3.710125,50
17400,348,-5.94086,50
17450,349,-2.722369,50
17500,350,-4.922906,50
17550,351,-6.497166,50
17600,352,-2.01954,50
17650,353,-4.715538,50
17700,354,-5.034785,50
17750,355,-2.395757,50
17800,356,-5.514783,50
17850,357,-2.275749,50
17900,358,-2.439723,50
17950,359,-3.621864,50
18000,360,-3.976388,50
18050,361,-2.875926,50
18100,362,-2.257265,50
18150,363,-2.109892,50
18200,364,-2.594334,50
18250,365,-7.185387,50
18300,366,-2.261173,50
18350,367,-6.162315,50
18400,368,-2.201716,50
18450,369,-3.628253,50
18500,370,-2.758683,50
18550,371,-4.315438,50
18600,372,-0.907549,50
18650,373,-4.032829,50
18700,374,-1.260386,50
18750,375,-4.066411,50
18800,376,-1.514968,50
18850,377,-4.05014,50
18900,378,-3.872446,50
18950,379,-1.625629,50
19000,380,-5.591878,50
19050,381,-2.080715,50
19100,382,-4.678217,50
19150,383,-2.467272,50
19200,384,-7.087729,50
19250,385,-4.493734,50
19300,386,-2.361145,50
19350,387,-2.453365,50
19400,388,-4.543455,50
19450,389,-2.716056,50
19500,390,-4.533328,50
19550,391,-3.967566,50
19600,392,-2.265442,50
19650,393,-5.21712,50
19700,394,-1.918969,50
19750,395,-3.919963,50
19800,396,-4.125354,50
19850,397,-3.231448,50
19900,398,-2.653709,50
19950,399,-3.247307,50
20000,400,-2.719133,50
20050,401,-2.097983,50
20100,402,-4.612093,50
20150,403,-1.327977,50
20200,404,-1.029483,50
20250,405,-3.039624,50
20300,406,-2.988353,50
20350,407,-2.882461,50
20400,408,-2.417412,50
20450,409,-3.531021,50
20500,410,-2.676712,50
20550,411,-3.513479,50
20600,412,-2.14358,50
20650,413,-2.156195,50
20700,414,-5.670742,50
20750,415,-3.453148,50
20800,416,-2.861095,50
20850,417,-1.241474,50
20900,418,-1.520987,50
20950,419,-2.065006,50
21000,420,-2.096448,50
21050,421,-4.337183,50
21100,422,-3.696713,50
21150,423,-1.78199,50
21200,424,-4.665064,50
21250,425,-2.812478,50
21300,426,-5.450061,50
21350,427,-2.622636,50
21400,428,-2.202333,50
21450,429,-2.402022,50
21500,430,-2.747795,50
21550,431,-2.042315,50
21600,432,-1.171833,50
21650,433,-2.387911,50
21700,434,-3.242223,50
21750,435,-4.540055,50
21800,436,-1.475921,50
21850,437,-1.954742,50
21900,438,-4.144204,50
21950,439,-2.858588,50
22000,440,-4.407628,50
22050,441,-2.603928,50
22100,442,-5.59475,50
22150,443,-2.38114,50
22200,444,-2.631493,50
22250,445,-2.866464,50
22300,446,-3.114158,50
22350,447,-2.444041,50
22400,448,-4.635968,50
22450,449,-3.609084,50
22500,450,-3.767853,50
22550,451,-3.167604,50
22600,452,-2.158607,50
22650,453,-2.965139,50
22700,454,-1.798921,50
22750,455,-3.756063,50
22800,456,-2.381945,50
22850,457,-3.18289,50
22900,458,-0.957727,50
22950,459,-4.881066,50
23000,460,-3.26116,50
23050,461,-2.737404,50
23100,462,-4.373832,50
23150,463,-1.994319,50
23200,464,-3.426807,50
23250,465,-2.585504,50
23300,466,-1.794801,50
23350,467,-2.768987,50
23400,468,-2.785521,50
23450,469,-2.402171,50
23500,470,-3.959709,50
23550,471,-2.907091,50
23600,472,-2.133775,50
23650,473,-2.485643,50
23700,474,-2.88673,50
23750,475,-2.119554,50
23800,476,-4.42951,50
23850,477,-2.04902,50
23900,478,-4.248661,50
23950,479,-2.583216,50
24000,480,-2.504649,50
24050,481,-3.924462,50
24100,482,-1.02358,50
24150,483,-2.923159,50
24200,484,-2.154217,50
24250,485,-4.247472,50
24300,486,-2.365216,50
24350,487,-2.60137,50
24400,488,-3.658045,50
24450,489,-1.865031,50
24500,490,-2.870579,50
24550,491,-0.903116,50
24600,492,-2.756324,50
24650,493,-4.62353,50
24700,494,-4.318692,50
24750,495,-1.371674,50
24800,496,-3.350645,50
24850,497,-2.093733,50
24900,498,-2.580864,50
24950,499,-1.451383,50
25000,500,-3.203077,50
25050,501,-2.381445,50
25100,502,-1.885926,50
25150,503,-3.993038,50
25200,504,-2.401848,50
25250,505,-1.417679,50
25300,506,-3.29225,50
25350,507,-4.041713,50
25400,508,-2.995568,50
25450,509,-1.831093,50
25500,510,-2.080473,50
25550,511,-1.836889,50
25600,512,-3.311035,50
25650,513,-3.169496,50
25700,514,-1.099785,50
25750,515,-1.639392,50
25800,516,-1.77814,50
25850,517,-1.998658,50
25900,518,-1.671647,50
25950,519,-1.314141,50
26000,520,-2.900835,50
26050,521,-4.047115,50
26100,522,-2.111531,50
26150,523,-2.413302,50
26200,524,-2.994808,50
26250,525,-4.301698,50
26300,526,-2.531968,50
26350,527,-0.776766,50
26400,528,-3.514941,50
26450,529,-3.092012,50
26500,530,-3.709576,50
26550,531,-3.022583,50
26600,532,-3.596778,50
26650,533,-3.799279,50
26700,534,-1.426294,50
26750,535,-3.111573,50
26800,536,-3.310311,50
26850,537,-4.896765,50
26900,538,-2.431434,50
26950,539,-3.588009,50
27000,540,-1.8914,50
27050,541,-2.25777,50
27100,542,-3.560946,50
27150,543,-3.525092,50
27200,544,-1.559202,50
27250,545,-4.164534,50
27300,546,-2.641651,50
27350,547,-2.73924,50
27400,548,-2.765697,50
27450,549,-0.932251,50
27500,550,-6.996923,50
27550,551,-1.897749,50
27600,552,-1.43351,50
27650,553,-1.88967,50
27700,554,-2.093974,50
27750,555,-1.254956,50
27800,556,-5.00152,50
27850,557,-3.648556,50
27900,558,-3.38938,50
27950,559,-5.286914,50
28000,560,-1.877937,50
28050,561,-1.87611,50
28100,562,-1.619264,50
28150,563,-1.892063,50
28200,564,-2.421281,50
28250,565,-5.726105,50
28300,566,-3.324988,50
28350,567,-2.809527,50
28400,568,-3.123886,50
28450,569,-2.253162,50
28500,570,-2.867622,50
28550,571,-1.95339,50
28600,572,-2.198753,50
28650,573,-2.38422,50
28700,574,-1.927818,50
28750,575,-0.922055,50
28800,576,-3.847869,50
28850,577,-6.27211,50
28900,578,-2.732231,50
28950,579,-2.557956,50
29000,580,-1.719484,50
29050,581,-3.34428,50
29100,582,-2.676522,50
29150,583,-1.285885,50
29200,584,-1.183396,50
29250,585,-0.931878,50
29300,586,-4.907818,50
29350,587,-3.685123,50
29400,588,-3.040548,50
29450,589,-1.507092,50
29500,590,-2.424085,50
29550,591,-2.042954,50
29600,592,-3.303839,50
29650,593,-1.725597,50
29700,594,-2.540045,50
29750,595,-1.871954,50
29800,596,-2.790633,50
29850,597,-1.878973,50
29900,598,-2.579297,50
29950,599,-2.435749,50
30000,600,-4.063776,50
30050,601,-3.0979,50
30100,602,-2.734048,50
30150,603,-2.354673,50
30200,604,-1.911116,50
30250,605,-2.670645,50
30300,606,-2.255204,50
30350,607,-3.714156,50
30400,608,-2.34105,50
30450,609,-2.983079,50
30500,610,-2.456641,50
30550,611,-3.01462,50
30600,612,-0.643955,50
30650,613,-1.284364,50
30700,614,-2.085086,50
30750,615,-2.598306,50
30800,616,-3.498333,50
30850,617,-2.555955,50
30900,618,-3.380349,50
30950,619,-3.955101,50
31000,620,-2.652139,50
31050,621,-1.67768,50
31100,622,-3.806147,50
31150,623,-1.687869,50
31200,624,-2.054699,50
31250,625,-3.741099,50
31300,626,-3.880521,50
31350,627,-2.532558,50
31400,628,-3.269487,50
31450,629,-3.224434,50
31500,630,-3.497128,50
31550,631,-1.736477,50
31600,632,-3.367335,50
31650,633,-2.46463,50
31700,634,-2.628778,50
31750,635,-1.876288,50
31800,636,-1.227178,50
31850,637,-3.18788,50
31900,638,-2.461892,50
31950,639,-2.756882,50
32000,640,-1.848028,50
32050,641,-2.204048,50
32100,642,-4.615187,50
32150,643,-3.210784,50
32200,644,-3.120108,50
32250,645,-4.192431,50
32300,646,-1.522526,50
32350,647,-2.750642,50
32400,648,-2.375312,50
32450,649,-3.214157,50
32500,650,-1.989948,50
32550,651,-4.96099,50
32600,652,-3.280234,50
32650,653,-3.81877,50
32700,654,-1.09777,50
32750,655,-3.683413,50
32800,656,-4.246387,50
32850,657,-1.518148,50
32900,658,-2.000314,50
32950,659,-3.312455,50
33000,660,-1.41134,50
33050,661,-1.795923,50
33100,662,-2.095354,50
33150,663,-4.483516,50
33200,664,-3.62727,50
33250,665,-2.80488,50
33300,666,-2.629611,50
33350,667,-2.009355,50
33400,668,-2.791622,50
33450,669,-3.003314,50
33500,670,-1.911705,50
33550,671,-3.61142,50
33600,672,-1.864874,50
33650,673,-4.231935,50
33700,674,-1.36458,50
33750,675,-3.242734,50
33800,676,-1.816046,50
33850,677,-2.32391,50
33900,678,-2.391773,50
33950,679,-3.301264,50
34000,680,-3.442467,50
34050,681,-2.523793,50
34100,682,-4.410617,50
34150,683,-2.408036,50
34200,684,-4.698462,50
34250,685,-3.320338,50
34300,686,-1.701767,50
34350,687,-1.492601,50
34400,688,-2.401465,50
34450,689,-3.492654,50
34500,690,-1.879422,50
34550,691,-1.6335,50
34600,692,-4.854959,50
34650,693,-2.323163,50
34700,694,-2.82708,50
34750,695,-3.218297,50
34800,696,-3.030464,50
34850,697,-2.290524,50
34900,698,-2.470559,50
34950,699,-2.614829,50
35000,700,-2.6461,50
35050,701,-4.376798,50
35100,702,-2.530832,50
35150,703,-3.049137,50
35200,704,-3.260278,50
35250,705,-4.489984,50
35300,706,-2.55168,50
35350,707,-1.458226,50
35400,708,-2.648809,50
35450,709,-1.654355,50
35500,710,-1.828874,50
35550,711,-0.838584,50
35600,712,-1.820694,50
35650,713,-1.63564,50
35700,714,-1.919861,50
35750,715,-2.591741,50
35800,716,-2.180449,50
35850,717,-3.943701,50
35900,718,-2.728327,50
35950,719,-2.631718,50
36000,720,-3.565697,50
36050,721,-2.212642,50
36100,722,-1.794595,50
36150,723,-1.537566,50
36200,724,-3.877504,50
36250,725,-2.682471,50
36300,726,-1.21309,50
36350,727,-2.155242,50
36400,728,-1.725656,50
36450,729,-2.942957,50
36500,730,-3.611606,50
36550,731,-3.132453,50
36600,732,-2.809302,50
36650,733,-2.206525,50
36700,734,-1.080652,50
36750,735,-2.455259,50
36800,736,-2.359205,50
36850,737,-2.136087,50
36900,738,-2.676094,50
36950,739,-1.289456,50
37000,740,-2.186655,50
37050,741,-0.768503,50
37100,742,-2.594284,50
37150,743,-2.916332,50
37200,744,-1.116078,50
37250,745,-1.727259,50
37300,746,-3.772332,50
37350,747,-2.63415,50
37400,748,-1.193251,50
37450,749,-2.477264,50
37500,750,-1.627439,50
37550,751,-1.336559,50
37600,752,-3.234268,50
37650,753,-2.607876,50
37700,754,-2.830353,50
37750,755,-2.108669,50
37800,756,-1.340661,50
37850,757,-1.757873,50
37900,758,-1.798034,50
37950,759,-2.984456,50
38000,760,-3.162046,50
38050,761,-2.405811,50
38100,762,-0.990638,50
38150,763,-2.687548,50
38200,764,-1.194168,50
38250,765,-2.667544,50
38300,766,-1.141375,50
38350,767,-2.402794,50
38400,768,-2.414432,50
38450,769,-4.110357,50
38500,770,-1.827019,50
38550,771,-3.061672,50
38600,772,-1.96545,50
38650,773,-2.60376,50
38700,774,-1.655048,50
38750,775,-2.464746,50
38800,776,-5.515097,50
38850,777,-1.988846,50
38900,778,-2.469278,50
38950,779,-0.870339,50
39000,780,-2.77889,50
39050,781,-2.423473,50
39100,782,-2.199619,50
39150,783,-2.515942,50
39200,784,-2.966664,50
39250,785,-3.79602,50
39300,786,-1.962189,50
39350,787,-1.59778,50
39400,788,-1.475143,50
39450,789,-1.928583,50
39500,790,-3.285847,50
39550,791,-3.415186,50
39600,792,-1.784875,50
39650,793,-2.211935,50
39700,794,-2.310802,50
39750,795,-4.074795,50
39800,796,-2.243248,50
39850,797,-2.56232,50
39900,798,-2.398908,50
39950,799,-0.914802,50
40000,800,-2.234322,50
40050,801,-1.669772,50
40100,802,-3.994158,50
40150,803,-3.741174,50
40200,804,-2.70497,50
40250,805,-1.512809,50
40300,806,-3.18708,50
40350,807,-2.947374,50
40400,808,-1.263018,50
40450,809,-3.068949,50
40500,810,-1.266833,50
40550,811,-2.600279,50
40600,812,-3.440288,50
40650,813,-1.837597,50
40700,814,-2.448239,50
40750,815,-4.033841,50
40800,816,-2.967781,50
40850,817,-3.349283,50
40900,818,-2.643321,50
40950,819,-3.642152,50
41000,820,-4.19766,50
41050,821,-2.965514,50
41100,822,-5.091547,50
41150,823,-3.254368,50
41200,824,-2.020424,50
41250,825,-3.409066,50
41300,826,-2.414121,50
41350,827,-3.321417,50
41400,828,-2.53241,50
41450,829,-3.873953,50
41500,830,-1.984092,50
41550,831,-4.632798,50
41600,832,-2.515827,50
41650,833,-3.428079,50
41700,834,-2.134552,50
41750,835,-1.841499,50
41800,836,-2.563641,50
41850,837,-2.941282,50
41900,838,-2.14361,50
41950,839,-2.806648,50
42000,840,-1.946525,50
42050,841,-3.823412,50
42100,842,-1.223937,50
42150,843,-1.668424,50
42200,844,-2.127643,50
42250,845,-1.390929,50
42300,846,-2.750646,50
42350,847,-2.015163,50
42400,848,-2.279359,50
42450,849,-1.032256,50
42500,850,-0.688002,50
42550,851,-2.825697,50
42600,852,-1.503521,50
42650,853,-1.797897,50
42700,854,-3.739952,50
42750,855,-1.69266,50
42800,856,-4.305423,50
42850,857,-2.867975,50
42900,858,-4.350478,50
42950,859,-3.128842,50
43000,860,-1.908261,50
43050,861,-1.003898,50
43100,862,-2.986852,50
43150,863,-2.175119,50
43200,864,-3.22914,50
43250,865,-4.366515,50
43300,866,-2.724639,50
43350,867,-1.326633,50
43400,868,-1.825967,50
43450,869,-1.425576,50
43500,870,-2.127679,50
43550,871,-1.75667,50
43600,872,-2.924152,50
43650,873,-4.090632,50
43700,874,-3.775756,50
43750,875,-3.508339,50
43800,876,-1.740733,50
43850,877,-0.716424,50
43900,878,-2.788509,50
43950,879,-1.981184,50
44000,880,-3.163479,50
44050,881,-3.948228,50
44100,882,-1.774102,50
44150,883,-3.5134,50
44200,884,-3.369119,50
44250,885,-1.937802,50
44300,886,-2.039736,50
44350,887,-1.299785,50
44400,888,-4.738261,50
44450,889,-4.134042,50
44500,890,-2.431964,50
44550,891,-2.161962,50
44600,892,-1.426197,50
44650,893,-2.35869,50
44700,894,-3.292679,50
44750,895,-2.303636,50
44800,896,-1.475006,50
44850,897,-2.477417,50
44900,898,-1.079162,50
44950,899,-2.259778,50
45000,900,-1.619201,50
45050,901,-2.876359,50
45100,902,-3.923445,50
45150,903,-4.060427,50
45200,904,-2.235164,50
45250,905,-3.050517,50
45300,906,-1.147785,50
45350,907,-2.329676,50
45400,908,-3.147644,50
45450,909,-2.473813,50
45500,910,-2.981801,50
45550,911,-2.06356,50
45600,912,-3.336435,50
45650,913,-1.689215,50
45700,914,-3.201469,50
45750,915,-2.946938,50
45800,916,-4.178105,50
45850,917,-1.847044,50
45900,918,-3.341824,50
45950,919,-3.746611,50
46000,920,-2.332999,50
46050,921,-1.203329,50
46100,922,-2.897864,50
46150,923,-1.639084,50
46200,924,-2.447122,50
46250,925,-2.967916,50
46300,926,-1.792517,50
46350,927,-2.065714,50
46400,928,-3.093771,50
46450,929,-3.949308,50
46500,930,-3.086394,50
46550,931,-2.921707,50
46600,932,-3.008847,50
46650,933,-1.733553,50
46700,934,-3.035974,50
46750,935,-3.30664,50
46800,936,-2.803031,50
46850,937,-4.113737,50
46900,938,-1.967824,50
46950,939,-2.369595,50
47000,940,-3.150179,50
47050,941,-1.828785,50
47100,942,-2.390738,50
47150,943,-3.01631,50
47200,944,-2.974167,50
47250,945,-1.457064,50
47300,946,-4.063336,50
47350,947,-1.905471,50
47400,948,-3.975715,50
47450,949,-3.410789,50
47500,950,-2.157987,50
47550,951,-2.085671,50
47600,952,-1.560235,50
47650,953,-1.352477,50
47700,954,-2.794688,50
47750,955,-3.474406,50
47800,956,-2.713947,50
47850,957,-2.726545,50
47900,958,-1.758439,50
47950,959,-3.252591,50
48000,960,-3.251209,50
48050,961,-4.274045,50
48100,962,-3.951922,50
48150,963,-3.833898,50
48200,964,-1.838305,50
48250,965,-2.548504,50
48300,966,-1.967363,50
48350,967,-3.172066,50
48400,968,-4.77826,50
48450,969,-1.875357,50
48500,970,-1.66006,50
48550,971,-1.614674,50
48600,972,-2.059392,50
48650,973,-1.604215,50
48700,974,-1.93671,50
48750,975,-2.297102,50
48800,976,-1.946232,50
48850,977,-1.344921,50
48900,978,-1.272845,50
48950,979,-1.868989,50
49000,980,-2.044946,50
49050,981,-2.894157,50
49100,982,-2.553772,50
49150,983,-2.601355,50
49200,984,-1.635737,50
49250,985,-1.992119,50
49300,986,-1.48448,50
49350,987,-1.564076,50
49400,988,-2.596774,50
49450,989,-3.092073,50
49500,990,-3.782205,50
49550,991,-2.950505,50
49600,992,-2.806564,50
49650,993,-4.215857,50
49700,994,-2.028562,50
49750,995,-3.16703,50
49800,996,-2.234037,50
49850,997,-2.332048,50
49900,998,-3.616094,50
49950,999,-1.347057,50
50000,1000,-2.596575,50
