timestep,episode,return,length
19450,389,-2.629526,50
19500,390,-3.734925,50
19550,391,-3.76918,50
19600,392,-1.843281,50
19650,393,-1.948507,50
19700,394,-5.046632,50
19750,395,-2.510861,50
19800,396,-2.916145,50
19850,397,-3.68721,50
19900,398,-2.717111,50
19950,399,-4.288063,50
20000,400,-4.155048,50
20050,401,-3.597209,50
20100,402,-3.254419,50
20150,403,-1.927243,50
20200,404,-4.283983,50
20250,405,-3.514161,50
20300,406,-2.412468,50
20350,407,-3.374288,50
20400,408,-1.463642,50
20450,409,-3.914415,50
20500,410,-4.338352,50
20550,411,-3.249957,50
20600,412,-4.489986,50
20650,413,-4.201774,50
20700,414,-3.713769,50
20750,415,-4.217787,50
20800,416,-3.536115,50
20850,417,-1.681151,50
20900,418,-1.650836,50
20950,419,-2.973048,50
21000,420,-2.84423,50
21050,421,-3.780806,50
21100,422,-3.014725,50
21150,423,-3.053444,50
21200,424,-2.993266,50
21250,425,-2.482289,50
21300,426,-4.140361,50
21350,427,-2.598067,50
21400,428,-3.1962,50
21450,429,-3.741459,50
21500,430,-3.688218,50
21550,431,-2.983945,50
21600,432,-1.294481,50
21650,433,-3.991225,50
21700,434,-3.723849,50
21750,435,-2.467142,50
21800,436,-3.784973,50
21850,437,-2.886375,50
21900,438,-2.977142,50
21950,439,-1.31866,50
22000,440,-1.565224,50
22050,441,-4.299905,50
22100,442,-1.624418,50
22150,443,-3.026221,50
22200,444,-2.519693,50
22250,445,-3.918576,50
22300,446,-3.743523,50
22350,447,-2.109765,50
22400,448,-2.276563,50
22450,449,-2.994008,50
22500,450,-2.28895,50
22550,451,-2.894039,50
22600,452,-3.746785,50
22650,453,-3.220472,50
22700,454,-4.203018,50
22750,455,-2.759846,50
22800,456,-2.661498,50
22850,457,-2.722591,50
22900,458,-2.997828,50
22950,459,-1.862932,50
23000,460,-1.449251,50
23050,461,-3.717803,50
23100,462,-3.074354,50
23150,463,-2.718865,50
23200,464,-1.202067,50
23250,465,-2.426196,50
23300,466,-3.502707,50
23350,467,-2.136228,50
23400,468,-2.880399,50
23450,469,-2.974837,50
